Position,Job Title,Company,Salary,Job link,Job Profile,City,State
158,"Machine Learning, Senior Data Scientist",Envision Pharma Group,70000.0,https://www.indeed.com/rc/clk?jk=1683f63e7ab16f0b&bb=6Sx346lsXZetB7jcXr6_JKJBIzoXkXBX1pMd0O-iI8rdaCiQNAFFF_GHWrSMtx4VLKUXiX6x263K42WW9VRP-mgRLLhyLovxkhClEYU9NWLzKWMkBX1r0n1vq9C3XdeN&xkcb=SoBl67M39QgATLzdW50DbzkdCdPP&fccid=7b7d3bfb8f5257f4&vjs=3,Data Scientist,,
159,Data Scientist,Fusion Innovation,70000.0,https://www.indeed.com/rc/clk?jk=6dfab58b3c9c4f10&bb=6Sx346lsXZetB7jcXr6_JHBrp8VKj-ATpS7yrzOmZh2WCY-zpp4Tnq5lNQNBojUy6_AXTvM7U0763VPtFglclK9rerLeNf5lmxLYcChcu0SPQDJ_rPutpBFHgsn-F1A2&xkcb=SoDR67M39QgATLzdW50CbzkdCdPP&fccid=6d92bfd1430e8fa4&vjs=3,Data Scientist,Tysons Corner,VA
160,"Data Scientist, Translational Sciences",Neogene Therapeutics,70000.0,https://www.indeed.com/rc/clk?jk=02cfd645a3325fb3&bb=6Sx346lsXZetB7jcXr6_JPOQi24_4ddG-h6az-l6yBIaJDX6OFlmdcO1Ab6cZmqlIT3Su5kgeIQyppKHv3AjiB-3l3YwG6d1V6zEkF1YYYRhDD4FwWFQKG1cl-NbwAPo&xkcb=SoBM67M39QgATLzdW50BbzkdCdPP&fccid=f8f435b753fe4c72&vjs=3,Data Scientist,Santa Monica,CA
161,"Data Scientist/Sr Data Scientist, IT Operations Research and Advanced Analytics",American Airlines,70000.0,https://www.indeed.com/rc/clk?jk=2ec4dd3a53dbede2&bb=6Sx346lsXZetB7jcXr6_JOlbGu9Fquq2IxtEUX6gaGTpxCrayTwamAlHf17dwbbbiPGd2hKZCCW_3RXnx5gbtOQlfy38562Q-WHD30s5sY6YLWtfTtTmbQ%3D%3D&xkcb=SoD467M39QgATLzdW50AbzkdCdPP&fccid=b445cea762cc7d0d&vjs=3,Data Scientist,Dallas,TX
162,Data Scientist II,DISH,111000.0,https://www.indeed.com/rc/clk?jk=cb5b4d9d82fed685&bb=6Sx346lsXZetB7jcXr6_JPOQi24_4ddGnU0Oe0AKbq5fCGOvBYOSeM1RxkrZKHHp8bvdTMv5FJRHmuN72HrLVbzjKvhD1Jm1vgcZSyAfIW1PZmY0mDrQJw%3D%3D&xkcb=SoCM67M39QgATKTdW50LbzkdCdPP&fccid=3c371b712ace44cf&vjs=3,Data Scientist,Littleton,CO
163,Senior Data Scientist,Absolute Business Solutions Corp,70000.0,https://www.indeed.com/rc/clk?jk=4ff40d5bedab5592&bb=6Sx346lsXZetB7jcXr6_JIBDSiglBDadiXmsyabHJJUULC4J2fO7tEdF2RXaq6Y9OC-oeE3SEci7nTsNIGZX9trk5GKN78jhBtOUz-ju6r8Hzz-_DyL67yFC-PcyJy5j&xkcb=SoA467M39QgATKTdW50KbzkdCdPP&fccid=38629d05bffbd4ae&vjs=3,Data Scientist,,
164,Data Scientist - Marketing Mix Models,Verizon,0.0,https://www.indeed.com/rc/clk?jk=f258328681491073&bb=6Sx346lsXZetB7jcXr6_JNIY-J8NEhfY5tbDFpzG96SKpxys6u1UeX6_g_JgmxCXqX-H08AKooVve7kD8YENiTPrMDtjI0fGpRxHwnY8DKlbooFt3f5quw%3D%3D&xkcb=SoCl67M39QgATKTdW50JbzkdCdPP&fccid=f7029f63fe5c906e&vjs=3,Data Scientist,Hybrid work in New York,NY
165,Senior Data Scientist,Mastercard,0.0,https://www.indeed.com/rc/clk?jk=a362f8d338b5efc7&bb=6Sx346lsXZetB7jcXr6_JM6ua-eiOXAJf0z8V-axADrBuAQoLAvXIcQrwvCzP3C6U9kyBnJ6wbejz7AZGiSwVH5SaU9-khWZxdcPhWYciIq_fM8nOAlB0g%3D%3D&xkcb=SoAR67M39QgATKTdW50IbzkdCdPP&fccid=10b5c722d846df43&vjs=3,Data Scientist,Fallon,MO
166,Machine Learning Scientist,Best Buy,100000.0,https://www.indeed.com/rc/clk?jk=6821f3d6883caa56&bb=_yTbh8DWgfx5PSEBKLMc5Rwc_db57cIQShCYG_0pVDhpt9pegNeN1jjKdXXijQAM98Fim975rAwg9XDgW9X6zo_jeXnCr0bp7hc_BCcUQgSWR6Uy2pSLow%3D%3D&xkcb=SoD867M39Qgf1uSinR0LbzkdCdPP&fccid=027d7cca25a5d14f&vjs=3,Data Scientist,Minneapolis,MN
167,IT Data Scientist,Costco Wholesale,70000.0,https://www.indeed.com/rc/clk?jk=62211e91cc70ab03&bb=_yTbh8DWgfx5PSEBKLMc5QfRt0ZNWwm1OrZt8s-_M72RuAySzaw3QKZ5Eupj9Zx2heG0WW6pAmU1xaci8qPa3zXtomQlWUapLsMkcAAkgSS-B4ggb9ouwQ%3D%3D&xkcb=SoBI67M39Qgf1uSinR0KbzkdCdPP&fccid=9b77e2b0ccfb3838&vjs=3,Data Scientist,Seattle,WA
168,Data Science Team Manager,"Arch Systems, LLC",0.0,https://www.indeed.com/rc/clk?jk=e7fced2c1a87f596&bb=_yTbh8DWgfx5PSEBKLMc5YwBuLPjNMALuU_f3Q3xxEcgxrk8kVBgmwPwS9DIMusRuiApi5lSVOzouEKNUtlIW3uBf0OPQlCuCRkaJ19dtv1gFjOpUs8yJRobml4Hik02&xkcb=SoDV67M39Qgf1uSinR0JbzkdCdPP&fccid=894e1a349d031ee7&cmp=Arch-Systems%2C-LLC&ti=Data+Science+Manager&vjs=3,Data Scientist,,
169,Sr. DATA SCIENTIST,Intone Networks,70000.0,https://www.indeed.com/rc/clk?jk=be575d334ebcb357&bb=_yTbh8DWgfx5PSEBKLMc5UOLv08UNztFisorSx47JfuTwAaEkyGblkazCn2MfcHspL40tuB3ZIrpulWVhIVBO9zVwcQ7BF44QqCW9GNTgWYh7FPjsqBaX29PN6YgM9ga&xkcb=SoBh67M39Qgf1uSinR0IbzkdCdPP&fccid=3ed0572c448b2368&vjs=3,Data Scientist,San Francisco Bay Area,CA
170,Junior Data Scientist,Logistics Management Institute,70000.0,https://www.indeed.com/rc/clk?jk=cde62cbd285b87d0&bb=_yTbh8DWgfx5PSEBKLMc5fNJdpUpqs5Q9vsDnQiEhTH8OMAMuNjiOdWS_TUwp1Jp9jvUE8FQNz2m0NrGBUQuVlPYCkk6vPE9VuNIEh5esLynLky7PDiBD3NR1QZxC5Sq&xkcb=SoDv67M39Qgf1uSinR0PbzkdCdPP&fccid=12626f295bf6a003&vjs=3,Data Scientist,Washington,DC
171,Statistical Programmer,Katalyst Healthcares & Life Sciences Inc,70000.0,https://www.indeed.com/rc/clk?jk=cd7399b42324264a&bb=_yTbh8DWgfx5PSEBKLMc5X4aloalWGLDCQOwTCS1kzj4Zl_0wRk9uR91RwT-Wrc_IxgH_aEs1bAx3L-UXe_GSIqnKnD9cFwZvMkngAmeyuVeaHdec8THrOubyC9sqIEX&xkcb=SoBb67M39Qgf1uSinR0ObzkdCdPP&fccid=dc5c61edeb46c5c7&cmp=Katalyst-Healthcares-%2526-Life-Sciences-Inc&ti=Programmer&vjs=3,Other,Trumbull,CT
172,Senior Data Scientist,American Dream Auto Protect,70000.0,https://www.indeed.com/rc/clk?jk=ea95153fa9350a6d&bb=_yTbh8DWgfx5PSEBKLMc5WNF6Cp57ThcytVdIPhs2rXs-REFA_XbFhsl4xia7YKPeQKf3c35omlwvVF1Jyx9m4flx5uw9RqbO1g23qXa82PZ3hk0VPQUHx4i7B6Fu8aT&xkcb=SoDG67M39Qgf1uSinR0NbzkdCdPP&fccid=674d530a3e98f981&vjs=3,Data Scientist,Edison,NJ
173,Multi-Modal Computer Vision Data Scientist,Aicadium,0.0,https://www.indeed.com/rc/clk?jk=5d852fdc5fbd9a48&bb=_yTbh8DWgfx5PSEBKLMc5eF-j2eIj_9Wxkacy6kV_DPd41SbEQCV4oxrwghpvhXeoakQnDTk_LWl_GsrdZlnclqT2bcfmXdaOy3NDH5cYvmbtxdpPbGElLWcDoKjpP4j&xkcb=SoBy67M39Qgf1uSinR0MbzkdCdPP&fccid=be792793a15e9bf4&vjs=3,Data Scientist,Hybrid work in San Diego,CA
174,Data Scientist,Peraton,0.0,https://www.indeed.com/rc/clk?jk=8ac7b7215dc62828&bb=_yTbh8DWgfx5PSEBKLMc5ZZrHD05dWLA9vZ6-lLovbIjVCW0SelfUgPdS94sBOzOxUH-Z9xm9I1E8gSVIQ2rXGtLLbV6HCKUkSLHqv5mZihldD1dX_rvd4HhGjYHa4z5KurMVQtWDmM%3D&xkcb=SoCb67M39Qgf1uSinR0DbzkdCdPP&fccid=7dc8be9efe945d3a&vjs=3,Data Scientist,Doral,FL
175,Senior Data Scientist I,AbbVie,70000.0,https://www.indeed.com/rc/clk?jk=ecc4a41e2564f907&bb=_yTbh8DWgfx5PSEBKLMc5dYETo27wHCgOWdJxldhIcmKUkuvZ4dNQXNZX_gVqtOxBYq3dK4pobLnquMIcIik4FpqcdO2s4F7nas8oM0mBob7W0KSEoka9aqvxWjXbb7W&xkcb=SoAv67M39Qgf1uSinR0CbzkdCdPP&fccid=a3b51ece17c02aae&vjs=3,Data Scientist,North Chicago,IL
176,Staff Data Scientist,Adobe,140000.0,https://www.indeed.com/rc/clk?jk=66530d1980eae494&bb=_yTbh8DWgfx5PSEBKLMc5dAP9KGb04lpBnFKrWlOd8f5kEdVhV_sN_eWPCmpNt-23n5FnjLK-glnrONcflWfijJBnVZ9usHgvrHGWGIWlfDmc1VjZkxT5g%3D%3D&xkcb=SoCy67M39Qgf1uSinR0BbzkdCdPP&fccid=f89deb5a97c7738a&vjs=3,Data Scientist,San Jose,CA
177,Senior Data Scientist I,FIS Global,115000.0,https://www.indeed.com/rc/clk?jk=7656868ba4466a57&bb=_yTbh8DWgfx5PSEBKLMc5a2C_OY7qSOyInZialsT4BJrbfrJYojNcexNr7h6i1ldwRYNiTISEL7rX2M7SuhquwnqAKc4kRg55DU8PIBtKqv6YhJzoOlYn9RFA6P0GCvi0vmHwiHfdr8%3D&xkcb=SoAG67M39Qgf1uSinR0AbzkdCdPP&fccid=74e36d81c894b4b7&vjs=3,Data Scientist,Seattle,WA
178,Senior Applied Data Scientist,dunnhumby,70000.0,https://www.indeed.com/rc/clk?jk=d89dbb9e4c968a1b&bb=_yTbh8DWgfx5PSEBKLMc5XX_L0sRDckXTL0hZHqJAeu_vpkMHlJ07Ru8V2NgwXAAYzsiec-bwg73C7ptEIP-KfxaJrkPTPAiYBuTyVr3K8WuUjYe55fVmQ%3D%3D&xkcb=SoCI67M39Qgf1uSinR0HbzkdCdPP&fccid=36801496409e6dc9&vjs=3,Data Scientist,Bentonville,AR
179,Data Scientist,"Spalding Consulting, Inc.",70000.0,https://www.indeed.com/rc/clk?jk=34e005c77c7c238a&bb=_yTbh8DWgfx5PSEBKLMc5SkEAy308Sce3TlAyQr_DwPPKq5gDxV7s-4IJT8u1Cu6FKWy-P2hGM6BJ7aHRNeOZGs5DppCT8k-rKK1VY5XbbqQ6UuejYuhHKO5RtNnzHVB&xkcb=SoA867M39Qgf1uSinR0GbzkdCdPP&fccid=562ad1eda1480227&vjs=3,Data Scientist,Havelock,NC
180,Senior Data Scientist,Finfare Inc.,70000.0,https://www.indeed.com/rc/clk?jk=5a25ff1723fb3f3b&bb=_yTbh8DWgfx5PSEBKLMc5S3VcAteG8xki-HG3MfqKdfgDXASHROSDub1X2MJuHNLiHfNXnQopkqVftJrimSckzLUjE3MrfYQqavAmQfsn_TZHi_L10OqVrJKTrd0vEic&xkcb=SoCh67M39Qgf1uSinR0FbzkdCdPP&fccid=0243b5fe2f5d1e77&vjs=3,Data Scientist,Hybrid work in Irvine,CA
181,Senior Applied Data Scientist,dunnhumby,70000.0,https://www.indeed.com/rc/clk?jk=d89dbb9e4c968a1b&bb=mgycfPK9_NGSFxIddebKuh2bIN8AwTlJ_3vnHGk3FQ7HRIy62rVQ068g8y1JOCwcc7zTmx43YxEi8t-W8xCVoMaDRt5ny_XY6sOW3MYcsIZAVnbhKI1KjA%3D%3D&xkcb=SoD067M39QgfgIQ2050LbzkdCdPP&fccid=36801496409e6dc9&vjs=3,Data Scientist,Bentonville,AR
182,Data Scientist,"Spalding Consulting, Inc.",70000.0,https://www.indeed.com/rc/clk?jk=34e005c77c7c238a&bb=mgycfPK9_NGSFxIddebKur0_9EYhCod31hvYiLbNDp4cR-o3dlOdtptb_TuRPcZcR_swopMXoOkA6EsrTdTxvz9ziyAWviIEG6PFYwesfyYKdlionWBORD4hQW7f_UJT&xkcb=SoBA67M39QgfgIQ2050KbzkdCdPP&fccid=562ad1eda1480227&vjs=3,Data Scientist,Havelock,NC
183,Senior Data Scientist,Finfare Inc.,70000.0,https://www.indeed.com/rc/clk?jk=5a25ff1723fb3f3b&bb=mgycfPK9_NGSFxIddebKui7t0Ma3czaQhw9SDoM_JmVBVVjn1mvsn45eK5WBz5y7ha8wZM8atx7zUE2kKWgF83mZtJMAQSqrAiTivzS-ZEYztwSlohJI_zP03GuGFPu5&xkcb=SoDd67M39QgfgIQ2050JbzkdCdPP&fccid=0243b5fe2f5d1e77&vjs=3,Data Scientist,Hybrid work in Irvine,CA
184,Data Scientist,Associated Bank,70000.0,https://www.indeed.com/rc/clk?jk=e00944b80794b058&bb=mgycfPK9_NGSFxIddebKug9AEWQ1h4_zFw_II01onedQPA5h5fwBQ8wgECLJGEOcN3agcC3oWLVmuty5V0F20MT7u8fdtIKFemPID51BUrmab42rHfk1OA%3D%3D&xkcb=SoBp67M39QgfgIQ2050IbzkdCdPP&fccid=c0386215ca040126&vjs=3,Data Scientist,Milwaukee,WI
185,Senior Data Scientist,CEDENT,70000.0,https://www.indeed.com/rc/clk?jk=449a488cb68f302d&bb=mgycfPK9_NGSFxIddebKuqHmytmLmuHdT-eY_zeGW72ldbPrHbipzNZQE_n88L_nDknnfChLMJyNyNf3_-MeNQbK0oy1FC4GPhQPJ6dK0-77b01_Oz1F-ha2b1vO4G7q&xkcb=SoDn67M39QgfgIQ2050PbzkdCdPP&fccid=2ecf4575019bf07a&vjs=3,Data Scientist,Deerfield,IL
186,Data Scientist - ITS,State of Idaho,37000.0,https://www.indeed.com/rc/clk?jk=f0e16831e412bbd5&bb=mgycfPK9_NGSFxIddebKuiJCt7Fsqd5yRlES6nZtRyTjQNPhKIsaaNILf_0zj7qMDajnXVmWiHROQBA0_-uJWYdWY5G8LuiyHOokWZlByaU7HPAhMU9a3TD6Eq3V7O9O&xkcb=SoBT67M39QgfgIQ2050ObzkdCdPP&fccid=201e4b212254a98f&vjs=3,Data Scientist,Boise,ID
187,Sr Data Scientist,Dexcom,100000.0,https://www.indeed.com/rc/clk?jk=fda34d33a877d24a&bb=mgycfPK9_NGSFxIddebKut1Hhm7HezB9f01rTnlgG9ZcoecYI6Mf6OlN6i8tiTNfFlBDNLdT0VUW5cRvgib7u7K3vChl3bsJ4rhNhqoX5qj2zivw2WzlWNrQK6pwLFxV&xkcb=SoDO67M39QgfgIQ2050NbzkdCdPP&fccid=57e4f1a84f2d849b&vjs=3,Data Scientist,San Diego,CA
188,Data Scientist - Full Scope Poly,Momentum,0.0,https://www.indeed.com/rc/clk?jk=0b836d25ff4ea758&bb=mgycfPK9_NGSFxIddebKusXW6WrTn3guS1rJ5qwrAQxdcpMxVXvApHhFBa0ryZS7mE6A1d17ctC0Lb7PhVvYHVKNww8xaQfJ8zrF0CVzqVzNefGxr9L6cg%3D%3D&xkcb=SoB667M39QgfgIQ2050MbzkdCdPP&fccid=53b217ceadb8368f&vjs=3,Data Scientist,Hybrid work in Tysons Corner,VA
189,Data Scientist,Boston Children's Hospital,70000.0,https://www.indeed.com/rc/clk?jk=19343263fb836cdb&bb=mgycfPK9_NGSFxIddebKuqcoGNTI2efbebfnT83JWGLx8DtL1WLI0bCoUFBkJclQCY_joBgIBK8lmPCGC5T5EHg2X35pl834HBxRCsrh78jlpgCQY-ga6A%3D%3D&xkcb=SoCT67M39QgfgIQ2050DbzkdCdPP&fccid=847fa4d5cb464f5a&vjs=3,Data Scientist,Hybrid work in Boston,MA
190,Database/Data Scientist,"Goldbelt, Inc.",0.0,https://www.indeed.com/rc/clk?jk=70c6a311a1d2bdf2&bb=mgycfPK9_NGSFxIddebKuoofSPV-S1ND1ymp1gmPtw-dk-_ToWLin10XWo_mn-ck-B-bFqLYsmFcBh5S8JwvXx0mg3Ldak892vYZqnRsicxRuTMJ8SEG5Niq-9DhD7Pp&xkcb=SoAn67M39QgfgIQ2050CbzkdCdPP&fccid=f7f5ab591aa9143d&vjs=3,Data Scientist,Fort Detrick,MD
191,Distinguished AI Engineer,Acadia Healthcare,70000.0,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ckete7Q8aG7c1D1bunFL372sD8epYr7tY5aU3iL6FQ1UV1GshXybm6ayLKXgAnPSj0CpW9VX1CmXz5Ly6-PKgbbQDu-ay6ratJJCkyfOFM4Hlw54Fp7QjyFFvofhjwKjNrIZ8vCKuCpXsy_cY65cxEJfA7-ueESrD_qrDMoZCheZYqpE0h_vMv-4YsRCcVsD-eD0eXW-qPXl7ggGXYi_ifJzdaxYbgXeVOcppaPzgZJGxcruvjnOUybQmJfhvKVcWw2QoUnQFNTBAvdkv5YBDbKoy5fSqx8DKAmqg2pPrzJHofN_dLM3UJZfqYi7LtBmoNGAWTcEE4LkmWX1SvejlaM-9qBfG7caDiqEBaeviWNP6_jKHoru20QHtCq0slMM0Q35uZ0rxk30UNZkYl25GHgDZsjUzUPkDY3pMKzAPNWOxtK9ngwf1TWswJx02HqFeC_jsqJNlD7TSLC0R-Zd_yxtAtTxMLVnAZq39gcX7AJa31xolgsulj9y8iXAv9hkcJlI7AXrFfit7jOksfOwpZ7-lL6mDA2EuSEcFNNZURUwtQzSVT50G7An-K4RgTyzv1kP410tKnuzh-zU1Eouk8sFn8QrarVWge32Zh9u-k9MhIO7msqPpBZyL6aqFjTmahUWe7dn11ShOX8kY8q1cIgNlkazPbrxhD7oGfTmMevSZr6fBFyheAZKMouabqvsTIz1T9SmDeTPacjJe6_GkaV0cvVnC59fSEdZaGLoTNJwz0l9T0u8ORZXKFLNizpdRt3f9_bQxVWwnbO_SxUDIB0XrIjk-XE4G6TtNZp6XZ_9fsuxTS3nmvU05m1UfGOFflpCIXLzIOe8WMwbqx3LvZxkbTo4on5hWFCn_6eZPBGX48wxGoL-FkxefS_oB-Jh6-fi8MnwKSYpuA_wn-8Cwz&xkcb=SoBO6_M39QgfgIQ2050BbzkdCdPP&camk=CPChkbYSGj-8UgVmV5OYaQ==&p=10&fvj=0&vjs=3,Data Engineer,Franklin,TN
192,Data Scientist,SRS Distribution - McKinney,84000.0,https://www.indeed.com/rc/clk?jk=f77e0aa534aab868&bb=mgycfPK9_NGSFxIddebKuqcoGNTI2efbanhBQleWhTgdJA-QTbY_lA7Pa0eGBd1NVvCqUnoQCVrNM7ASHnX96oTFQ8DWunbioEwbjDFVH7wwep4sbCvLP0a3PmdlKpfy&xkcb=SoAO67M39QgfgIQ2050AbzkdCdPP&fccid=44a2b29da094d04b&vjs=3,Data Scientist,McKinney,TX
193,Data Scientist for Enrollment Management,California Institute of Technology,70000.0,https://www.indeed.com/rc/clk?jk=d623d7bfa7c8ad63&bb=mgycfPK9_NGSFxIddebKusJyzaOevSxQnYmQfkuX7nu9rV4I4Ngt6hLax74xybtiqcP6df9aPcBRLbRAnnAO3HqO6CORZp_v3IVhek72-bRxYfLtjnWOeQ%3D%3D&xkcb=SoCA67M39QgfgIQ2050HbzkdCdPP&fccid=3f13ab783077a3af&vjs=3,Data Scientist,Pasadena,CA
194,Data Scientist - Credit Risk,Associated Bank,70000.0,https://www.indeed.com/rc/clk?jk=10657d1693bae301&bb=mgycfPK9_NGSFxIddebKum43gNmNJwHC-XnQxH40sjfb2o5syatounQj8uPDY2y9Fv4Q3YWzASF6t0VGZ2CreT17LytE0DL91VFyNXtRvoopJa07mb4zEw%3D%3D&xkcb=SoA067M39QgfgIQ2050GbzkdCdPP&fccid=c0386215ca040126&vjs=3,Data Scientist,,
195,Senior Data Scientist,"Xilis, Inc.",70000.0,https://www.indeed.com/rc/clk?jk=b6f9af7e6f3c2956&bb=mgycfPK9_NGSFxIddebKuss_tffyYem6zlzL88SD0164wrtPKA2QOrk5bGS0j4YQZE8kU5ZmXTZxltUtAW8W14zYjENhAE3JMNCn7EXJIwopQsDJf4VWHhHiWeNYvsIx&xkcb=SoCp67M39QgfgIQ2050FbzkdCdPP&fccid=0043ae875cc9c558&vjs=3,Data Scientist,Durham,NC
196,"Sr. Manager, Data Scientist",McKesson,70000.0,https://www.indeed.com/rc/clk?jk=844413413812693a&bb=KqSJtRSPTb1Ty_V1DGpRWmhjqqYX7fLAqdJ-FXRuZXgAMOtxKHNA4N0GMFnG_lLHoOwzVgwraiMpcKg8vhotXsmqUFSlVGf9YXDKOpzTIWY3ANVAGNeGEw%3D%3D&xkcb=SoCj67M39QgfdlQ2250LbzkdCdPP&fccid=a7c5036618407010&vjs=3,Data Scientist,Remote in Irving,TX
197,Senior Data Scientist (New York),The Voleon Group,70000.0,https://www.indeed.com/rc/clk?jk=a76b33c6fed55801&bb=KqSJtRSPTb1Ty_V1DGpRWlt61FPvYrrBCmUsqBw4IkmWzY0lJ_PVPED-WPvBgIyXnjsVrbzFxsqIKy_6lBvpvGvjNhX8k71W9R_N9bsQBSn87G0EucY8jJRjO9BtRthj&xkcb=SoAX67M39QgfdlQ2250KbzkdCdPP&fccid=e04b4ada5efedab6&vjs=3,Data Scientist,Hybrid work in New York,NY
198,Contract Data Scientist,Sarepta Therapeutics,70000.0,https://www.indeed.com/rc/clk?jk=21ed00a315415445&bb=KqSJtRSPTb1Ty_V1DGpRWtB8D8Jaau4kHOWLTV7FtaDRoiqOObB5UFK9X2WT6b2fqUDuYVjc8pXpWq0hLmQHuftmgsOENF0Pz4jNWwNpo0XyWUt4CK27pNdWKwM7bnsL&xkcb=SoCK67M39QgfdlQ2250JbzkdCdPP&fccid=34683f542edec3be&vjs=3,Data Scientist,Remote in Cambridge,MA
199,Statistical Programmer ONSITE,Maxis Clinical Sciences,0.0,https://www.indeed.com/rc/clk?jk=4a01247d4798657b&bb=KqSJtRSPTb1Ty_V1DGpRWgAADkZ5EqW3t2IuNCajNZ8LcshbWQHLnsaAI2KR2hfARGSx6Eeu7Ke8G-SuHboxE2Ft7qRw50rAxCcPNxr2hYZ4MKIsAyGRVT4DHUn1gFf-&xkcb=SoA-67M39QgfdlQ2250IbzkdCdPP&fccid=1a7517c5fc97a186&cmp=Maxis-Clinical-Sciences&ti=Programmer&vjs=3,Other,Jacksonville,FL
200,Data Scientist,Booz Allen,0.0,https://www.indeed.com/rc/clk?jk=e9d6f6da84277a40&bb=KqSJtRSPTb1Ty_V1DGpRWr1ctF-e6WA8sclg6m7gC8Kywyjwtod4X7FiFjgU06XtNXW5q13_sGFYUJNOL_mr96XCMwhzmbVFOR-V1U-D9AsOICUR7gDWw-Lhfymyz9lM&xkcb=SoCw67M39QgfdlQ2250PbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3,Data Scientist,Arlington,VA
